Signature,Block Time,Human Time,Action,From,Token1,Amount1,TokenDecimals1,Token2,Amount2,TokenDecimals2,Value,Platforms,Sources
y6VbVJrJ3xXKTMGiL1XXHUNQ3QmB9c1pKWN6zZsK8otDAAy2oj3FFFVf3qDworiZtUUf2ruwaVtutpw4PHvA9UQ,1745339947,2025-04-22T16:39:07.000Z,TOKEN SWAP,MfDuWeqSHEqTFVYZ7LoexgAK9dxk7cy4DFJWjWMGVWa,DKu9kykSfbN5LBfFXtNNDPaX35o4Fv6vJ9FKk7pZpump,791099709554,6,So11111111111111111111111111111111111111112,186721892783,9,27131.95,675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8,675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8
5m4U8HvmCBHtbgme6ZQCsiucKXcDXFJ68mpiMpY65cJJthfxMDchivVYmYGdQ8pBy9HUpvmpF53b5iRBscexDyP1,1745339947,2025-04-22T16:39:07.000Z,AGG TOKEN SWAP,6Bp7kb91GJ2FR7o8SG9ec2eWKpdYvqtkfEvtyLJefKcc,So11111111111111111111111111111111111111112,247875000000,9,DKu9kykSfbN5LBfFXtNNDPaX35o4Fv6vJ9FKk7pZpump,1039506965316,6,36017.91,JUP6LkbZbjS1jKKwapdHNy74zcZ3tLUZoi5QNyVTaV4,JUP6LkbZbjS1jKKwapdHNy74zcZ3tLUZoi5QNyVTaV4|675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8|obriQD1zbpyLz95G5n7nJe6a4DPjpFwa5XYPoNm113y|LBUZKhRxPF3XUpBCjp4YzTKgLccjZhTSDM9YuVaPwxo
AG1qkdYtxAtk1EyXExiCnQEnUhhuwFT2C4fGr1jkaiwfAfssbzeNkkodCEhvEUZKpg3TN122hqWSXTxHwEPSsqs,1745336312,2025-04-22T15:38:32.000Z,TOKEN SWAP,4GQeEya6ZTwvXre4Br6ZfDyfe2WQMkcDz2QbkJZazVqS,DKu9kykSfbN5LBfFXtNNDPaX35o4Fv6vJ9FKk7pZpump,631027428932,6,So11111111111111111111111111111111111111112,157309935385,9,22762.87,675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8,675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8
HgaG7n249YBThkuhznqcFKQcpE69rjYQpEXNfjbXAVrpv8o3wr3vi3rJ8xo1o74LsxMHEXGzXFuw7E2kAz8CQZ7,1745336312,2025-04-22T15:38:32.000Z,AGG TOKEN SWAP,EcHQGRckdkU62ganbz1SCaWuyaHcPpT2WsgUK21Tw9Rq,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,33000000000,6,DKu9kykSfbN5LBfFXtNNDPaX35o4Fv6vJ9FKk7pZpump,910571639003,6,33000,JUP6LkbZbjS1jKKwapdHNy74zcZ3tLUZoi5QNyVTaV4,JUP6LkbZbjS1jKKwapdHNy74zcZ3tLUZoi5QNyVTaV4|SoLFiHG9TfgtdUXUjWAxi3LtvYuFyDLVhBWxdMZxyCe|whirLbMiicVdio4qvUfM5KAg6Ct8VwpYzGff3uctyCc|675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8|LBUZKhRxPF3XUpBCjp4YzTKgLccjZhTSDM9YuVaPwxo
2Bfk2GEEmxZApn5CPBgKB6pzej3MagYzsYGvxNHhJTmcX1diu85USkuBjeuUEQSqnwitJmDFvmgkpK8MApEiQT95,1745336060,2025-04-22T15:34:20.000Z,AGG TOKEN SWAP,2QPEesQB9J9pDk4xh84DpbdEicao8SzamvjcRHps3zHG,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,14919357378,6,DKu9kykSfbN5LBfFXtNNDPaX35o4Fv6vJ9FKk7pZpump,416888640440,6,14919.36,JUP6LkbZbjS1jKKwapdHNy74zcZ3tLUZoi5QNyVTaV4,JUP6LkbZbjS1jKKwapdHNy74zcZ3tLUZoi5QNyVTaV4|SoLFiHG9TfgtdUXUjWAxi3LtvYuFyDLVhBWxdMZxyCe|675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8|whirLbMiicVdio4qvUfM5KAg6Ct8VwpYzGff3uctyCc|LBUZKhRxPF3XUpBCjp4YzTKgLccjZhTSDM9YuVaPwxo
34JmvHtQ14Fj3Vbv9wYmY3KV245maJ6ngNAL86Q2doxf1Vv1Abw2NrFgcnX2zTjVtiym9cMj4u9qWjhgCtqyjrDc,1745336048,2025-04-22T15:34:08.000Z,AGG TOKEN SWAP,2QPEesQB9J9pDk4xh84DpbdEicao8SzamvjcRHps3zHG,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,14919357378,6,DKu9kykSfbN5LBfFXtNNDPaX35o4Fv6vJ9FKk7pZpump,419248446149,6,14919.36,JUP6LkbZbjS1jKKwapdHNy74zcZ3tLUZoi5QNyVTaV4,JUP6LkbZbjS1jKKwapdHNy74zcZ3tLUZoi5QNyVTaV4|SoLFiHG9TfgtdUXUjWAxi3LtvYuFyDLVhBWxdMZxyCe|LBUZKhRxPF3XUpBCjp4YzTKgLccjZhTSDM9YuVaPwxo|675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8
3B8ZsJEn1YuCKQUggKnXDBio5UVYjYnXxi2ovZggjMD8eebHTRoBNkhJaRPvF9dP82TT33Dc6myd7XZbDsZGr43B,1745335719,2025-04-22T15:28:39.000Z,TOKEN SWAP,4GQeEya6ZTwvXre4Br6ZfDyfe2WQMkcDz2QbkJZazVqS,DKu9kykSfbN5LBfFXtNNDPaX35o4Fv6vJ9FKk7pZpump,589562224085,6,So11111111111111111111111111111111111111112,145112180697,9,21064.09,675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8,675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8
3dn8NvUDhJ4XUe36ySWbdMvYbwBgMikYfBhdqXtxDgAcPykJwKYs2HaGDBQzE1Trx1FPw1ajqT4JwHrJG8TPWEpZ,1745335719,2025-04-22T15:28:39.000Z,AGG TOKEN SWAP,EcHQGRckdkU62ganbz1SCaWuyaHcPpT2WsgUK21Tw9Rq,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,33775000000,6,DKu9kykSfbN5LBfFXtNNDPaX35o4Fv6vJ9FKk7pZpump,944684304336,6,33775,JUP6LkbZbjS1jKKwapdHNy74zcZ3tLUZoi5QNyVTaV4,JUP6LkbZbjS1jKKwapdHNy74zcZ3tLUZoi5QNyVTaV4|SoLFiHG9TfgtdUXUjWAxi3LtvYuFyDLVhBWxdMZxyCe|whirLbMiicVdio4qvUfM5KAg6Ct8VwpYzGff3uctyCc|675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8|LBUZKhRxPF3XUpBCjp4YzTKgLccjZhTSDM9YuVaPwxo
2ghWF6U2BDNrBpFKrbAVYtuBWtTNK9x1KUDrv7vavnGmmZgQC5DMtGcfzb1doSidYLnQCvL8S6gwVq6LE9WLJxNL,1745326835,2025-04-22T13:00:35.000Z,TOKEN SWAP,4GQeEya6ZTwvXre4Br6ZfDyfe2WQMkcDz2QbkJZazVqS,DKu9kykSfbN5LBfFXtNNDPaX35o4Fv6vJ9FKk7pZpump,459460145392,6,So11111111111111111111111111111111111111112,108128913104,9,15292.41,675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8,675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8
MSSiuCgVyw6fnzT5sxmtoCgAtGsyYJoUJn7NJwC4bPKZqnWxkmEw3LzQ9h8cYApiEka5CPmdvVHVjBqc3L4QH5u,1745326835,2025-04-22T13:00:35.000Z,AGG TOKEN SWAP,7ya4aG8PmQ79q2t1X4hLRJmS6nmqkeAaa7maBXSVBiBd,3NZ9JMVBmGAqocybic2c7LQCJScmgsAZ6vQqTDzcqmJh,25000000,8,DKu9kykSfbN5LBfFXtNNDPaX35o4Fv6vJ9FKk7pZpump,664702916022,6,21513.91,JUP6LkbZbjS1jKKwapdHNy74zcZ3tLUZoi5QNyVTaV4,JUP6LkbZbjS1jKKwapdHNy74zcZ3tLUZoi5QNyVTaV4|SoLFiHG9TfgtdUXUjWAxi3LtvYuFyDLVhBWxdMZxyCe|LBUZKhRxPF3XUpBCjp4YzTKgLccjZhTSDM9YuVaPwxo|675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8
3PErLGE1Kw7A5Y3Ry6xTfGLoyv1F6gVmAcUbYWVXngfkkZME4jJsTmjY2kf6zfV9xau3T5eZdsFPJ4SjcVCassWi,1745326664,2025-04-22T12:57:44.000Z,AGG TOKEN SWAP,7ya4aG8PmQ79q2t1X4hLRJmS6nmqkeAaa7maBXSVBiBd,3NZ9JMVBmGAqocybic2c7LQCJScmgsAZ6vQqTDzcqmJh,16390000,8,DKu9kykSfbN5LBfFXtNNDPaX35o4Fv6vJ9FKk7pZpump,441018481367,6,14274.1,JUP6LkbZbjS1jKKwapdHNy74zcZ3tLUZoi5QNyVTaV4,JUP6LkbZbjS1jKKwapdHNy74zcZ3tLUZoi5QNyVTaV4|SoLFiHG9TfgtdUXUjWAxi3LtvYuFyDLVhBWxdMZxyCe|PhoeNiXZ8ByJGLkxNfZRnkUfjvmuYqLR89jjFHGqdXY|2wT8Yq49kHgDzXuPxZSaeLaH1qbmGXtEyPy64bL7aD3c|LBUZKhRxPF3XUpBCjp4YzTKgLccjZhTSDM9YuVaPwxo|675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8
4aGfZDe9vNdcNE7vU4KDutjFd1GNbPFExTqdHsinh6t1wX5Nu3hyGtrcs6tr4UzWQX9yHWm41pi4yHC1qnouFWsw,1745326128,2025-04-22T12:48:48.000Z,TOKEN SWAP,4GQeEya6ZTwvXre4Br6ZfDyfe2WQMkcDz2QbkJZazVqS,DKu9kykSfbN5LBfFXtNNDPaX35o4Fv6vJ9FKk7pZpump,396958935884,6,So11111111111111111111111111111111111111112,91991941906,9,12969.76,675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8,675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8
4Mq2WcA1eRC4zBofRnUVh6yKHkWiZ6twgcAsKcJpZw23o4unVyQ4NXfpZJQR4FjQxpaeNCvAV5SfgwHhZ4Ywq5Zq,1745326128,2025-04-22T12:48:48.000Z,AGG TOKEN SWAP,EGAy6mN97tAiWPp7zcBBqYEgZimcyAzdx3kBiSVazg4g,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,19830000000,6,DKu9kykSfbN5LBfFXtNNDPaX35o4Fv6vJ9FKk7pZpump,606250746445,6,19830,JUP6LkbZbjS1jKKwapdHNy74zcZ3tLUZoi5QNyVTaV4,JUP6LkbZbjS1jKKwapdHNy74zcZ3tLUZoi5QNyVTaV4|LBUZKhRxPF3XUpBCjp4YzTKgLccjZhTSDM9YuVaPwxo|whirLbMiicVdio4qvUfM5KAg6Ct8VwpYzGff3uctyCc|675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8
3AZCY4PXABTB2CFhm5MhTCadq4jD9VagsdB68KrG6yuV8ey4bfCDBFvmaUW45FvDdH4Y6WU3z9iwZ4ZHDv4sgXVc,1745296017,2025-04-22T04:26:57.000Z,AGG TOKEN SWAP,5Hi3pn9Tz8aNUE855S7wMq5ueJc2XGLdsBYBTASEHz5H,9BB6NFEcjBCtnNLFko2FqVQBq8HHM13kCyYcdQbgpump,12524920863,6,DKu9kykSfbN5LBfFXtNNDPaX35o4Fv6vJ9FKk7pZpump,412432405674,6,12353.63,JUP6LkbZbjS1jKKwapdHNy74zcZ3tLUZoi5QNyVTaV4,JUP6LkbZbjS1jKKwapdHNy74zcZ3tLUZoi5QNyVTaV4|SoLFiHG9TfgtdUXUjWAxi3LtvYuFyDLVhBWxdMZxyCe|LBUZKhRxPF3XUpBCjp4YzTKgLccjZhTSDM9YuVaPwxo|675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8
46qdkio1aRcBEJwauAmxJmBGUhmKF17JCxnS43v91mnjRk4Gj4hgBmDakSUgUrwjL7rfFrGUaLob1faV1V9ijHS1,1745274506,2025-04-21T22:28:26.000Z,TOKEN SWAP,4GQeEya6ZTwvXre4Br6ZfDyfe2WQMkcDz2QbkJZazVqS,So11111111111111111111111111111111111111112,156151515982,9,DKu9kykSfbN5LBfFXtNNDPaX35o4Fv6vJ9FKk7pZpump,745127362820,6,21270.68,675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8,675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8
kExwMKKkoEasZfSvAKukgeNoZctQzV6wkkd21bsydeZJAaT3uVLkVBdGMaJebtq9Wj26yDYmcX1SQhy5EaQSeCe,1745274505,2025-04-21T22:28:25.000Z,TOKEN SWAP,EcTN1nGzJoWMq9WC1jaFRFPTQXvBgVoyfbsRpiFbqDbx,DKu9kykSfbN5LBfFXtNNDPaX35o4Fv6vJ9FKk7pZpump,864059000000,6,So11111111111111111111111111111111111111112,180057508406,9,24527.11,675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8,675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8
3ao6EjMZtoWNSmasuih624i93rza2uBZgseBJyi6tvhA9hMoFL8i56trAt2mHqbicHqo4msgHroku9HuFGxo8Gfr,1745249019,2025-04-21T15:23:39.000Z,AGG TOKEN SWAP,CDkQmkfDHDyMJFSPqdHuGVNxcH9UjQUBbiJ65LsonVFi,DKu9kykSfbN5LBfFXtNNDPaX35o4Fv6vJ9FKk7pZpump,365142563118,6,8BtoThi2ZoXnF7QQK1Wjmh2JuBw9FjVvhnGMVZ2vpump,743311629526,6,10271.04,JUP6LkbZbjS1jKKwapdHNy74zcZ3tLUZoi5QNyVTaV4,JUP6LkbZbjS1jKKwapdHNy74zcZ3tLUZoi5QNyVTaV4|675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8|pAMMBay6oceH9fJKBRHGP5D4bD4sWpmSwMn52FMfXEA|LBUZKhRxPF3XUpBCjp4YzTKgLccjZhTSDM9YuVaPwxo
2zuJqn6Wpq7JAnBpN4diqRNpEnBh4Rk1ux934tyTxinf5GikuafYk8eBCa9zxfz1dZ3X3e7MbCHu4xFuKEBx87KF,1745245161,2025-04-21T14:19:21.000Z,TOKEN SWAP,4GQeEya6ZTwvXre4Br6ZfDyfe2WQMkcDz2QbkJZazVqS,DKu9kykSfbN5LBfFXtNNDPaX35o4Fv6vJ9FKk7pZpump,468970631005,6,So11111111111111111111111111111111111111112,102184097933,9,14116,675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8,675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8
5GLqWCBH2Ma3Usv8JaBxirRMC2dHLaseqCyGNQ6xLSxSB4okw54CxEdmHdewDXC4HnBLnzZtEHxZog7N8QaxjNF3,1745245161,2025-04-21T14:19:21.000Z,AGG TOKEN SWAP,3WZ9mGWoz4UoXq1cn9aDFVa2U4TpuRFWJPRm4kAhsXrW,3NZ9JMVBmGAqocybic2c7LQCJScmgsAZ6vQqTDzcqmJh,22583257,8,DKu9kykSfbN5LBfFXtNNDPaX35o4Fv6vJ9FKk7pZpump,656468940256,6,19279.16,JUP6LkbZbjS1jKKwapdHNy74zcZ3tLUZoi5QNyVTaV4,JUP6LkbZbjS1jKKwapdHNy74zcZ3tLUZoi5QNyVTaV4|SoLFiHG9TfgtdUXUjWAxi3LtvYuFyDLVhBWxdMZxyCe|LBUZKhRxPF3XUpBCjp4YzTKgLccjZhTSDM9YuVaPwxo|675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8
45799PmbEUDH7mCZYZdvmHxfy9Rb2YYdQVTU8LuzTddRPSf2mo7Y8omhAZt9c7s95ggNoPgZ1AkvuT89g2SPcLYT,1745241106,2025-04-21T13:11:46.000Z,TOKEN SWAP,4GQeEya6ZTwvXre4Br6ZfDyfe2WQMkcDz2QbkJZazVqS,So11111111111111111111111111111111111111112,154788785395,9,DKu9kykSfbN5LBfFXtNNDPaX35o4Fv6vJ9FKk7pZpump,736304134690,6,21330.29,675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8,675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8
3VX2dVZ4Wosy83xfj5sUkwxiC2KcRBEyyNPX7WHiPbWfuv1xubCxi3C8imj6VkbNFXeqSRLE1vJiASh2hrnJoguZ,1745241106,2025-04-21T13:11:46.000Z,AGG TOKEN SWAP,3WZ9mGWoz4UoXq1cn9aDFVa2U4TpuRFWJPRm4kAhsXrW,DKu9kykSfbN5LBfFXtNNDPaX35o4Fv6vJ9FKk7pZpump,1007975712432,6,So11111111111111111111111111111111111111112,210126800483,9,28956.01,JUP6LkbZbjS1jKKwapdHNy74zcZ3tLUZoi5QNyVTaV4,JUP6LkbZbjS1jKKwapdHNy74zcZ3tLUZoi5QNyVTaV4|675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8|whirLbMiicVdio4qvUfM5KAg6Ct8VwpYzGff3uctyCc
rmz1zojnr6nAvWnsq4uKaBGcxwz4E5LVW5ZXe7WkMXSEmhJDYc8ft5m88mfAAX3p1AVMzsiFh4Ewy1P7vVG6vh6,1745159709,2025-04-20T14:35:09.000Z,AGG TOKEN SWAP,3FStqMiq38s1gz8iANJYehi4LYZk1XghpLWwJiaiMEW3,DKu9kykSfbN5LBfFXtNNDPaX35o4Fv6vJ9FKk7pZpump,671452492237,6,8BtoThi2ZoXnF7QQK1Wjmh2JuBw9FjVvhnGMVZ2vpump,851856630661,6,19492.23,JUP6LkbZbjS1jKKwapdHNy74zcZ3tLUZoi5QNyVTaV4,JUP6LkbZbjS1jKKwapdHNy74zcZ3tLUZoi5QNyVTaV4|675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8|pAMMBay6oceH9fJKBRHGP5D4bD4sWpmSwMn52FMfXEA|whirLbMiicVdio4qvUfM5KAg6Ct8VwpYzGff3uctyCc|LBUZKhRxPF3XUpBCjp4YzTKgLccjZhTSDM9YuVaPwxo
5i6qfcUp273DcEKnzti8MQ1zveDU4qtRgw9VKDgSRJ7r4duKZKTvePTrY2w4HGieiJ7ckZZTQJ1zm54MzqGWY2wc,1745137933,2025-04-20T08:32:13.000Z,TOKEN SWAP,4GQeEya6ZTwvXre4Br6ZfDyfe2WQMkcDz2QbkJZazVqS,DKu9kykSfbN5LBfFXtNNDPaX35o4Fv6vJ9FKk7pZpump,429056054434,6,So11111111111111111111111111111111111111112,93071935502,9,12981.67,675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8,675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8
4DNa48iURugGeMpPhsEmYiDhKXzRQ6fErGjewu9wwAJPhrwDM16kmMRR83xaDi3boV423QQg9mV5k3XNeDQkAiwM,1745137933,2025-04-20T08:32:13.000Z,AGG TOKEN SWAP,3nptjNHuusLfyduYekcXS3143FTmPsWhqFidGBZYbUpf,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,19980000000,6,DKu9kykSfbN5LBfFXtNNDPaX35o4Fv6vJ9FKk7pZpump,658478123777,6,19980,JUP6LkbZbjS1jKKwapdHNy74zcZ3tLUZoi5QNyVTaV4,JUP6LkbZbjS1jKKwapdHNy74zcZ3tLUZoi5QNyVTaV4|SoLFiHG9TfgtdUXUjWAxi3LtvYuFyDLVhBWxdMZxyCe|2wT8Yq49kHgDzXuPxZSaeLaH1qbmGXtEyPy64bL7aD3c|675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8|whirLbMiicVdio4qvUfM5KAg6Ct8VwpYzGff3uctyCc|LBUZKhRxPF3XUpBCjp4YzTKgLccjZhTSDM9YuVaPwxo
4qzmeGsDx5RUfbdvRr7RghwndsYcpFH9Yh4gP8jWvxsJ5a8zhKzio54Vg3WKkiQixCToPZaudU9cXhyHLgDfk2mR,1745137742,2025-04-20T08:29:02.000Z,TOKEN SWAP,4GQeEya6ZTwvXre4Br6ZfDyfe2WQMkcDz2QbkJZazVqS,DKu9kykSfbN5LBfFXtNNDPaX35o4Fv6vJ9FKk7pZpump,700224714993,6,So11111111111111111111111111111111111111112,151452218762,9,21124.56,675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8,675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8
4EHsXgBoj1WpFWpEUudVTMg6UGDCurkCmpUB9E7LbcwDqazQ89fPm8CQYsaxVv54WcRLyqdY7MxYsxMnMCAJoPZK,1745137741,2025-04-20T08:29:01.000Z,AGG TOKEN SWAP,3nptjNHuusLfyduYekcXS3143FTmPsWhqFidGBZYbUpf,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,29970000000,6,DKu9kykSfbN5LBfFXtNNDPaX35o4Fv6vJ9FKk7pZpump,988680936051,6,29970,JUP6LkbZbjS1jKKwapdHNy74zcZ3tLUZoi5QNyVTaV4,JUP6LkbZbjS1jKKwapdHNy74zcZ3tLUZoi5QNyVTaV4|LBUZKhRxPF3XUpBCjp4YzTKgLccjZhTSDM9YuVaPwxo|SoLFiHG9TfgtdUXUjWAxi3LtvYuFyDLVhBWxdMZxyCe|675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8|whirLbMiicVdio4qvUfM5KAg6Ct8VwpYzGff3uctyCc
53bJSGd5EBX1ZgFXSaxzu4j9DfpsuA1tWXjxB7TH7Jn15MAfnpdndJKwyfWzKWW4FGnXkvmtHFX8ZuVgTHRnZ2Ti,1745137126,2025-04-20T08:18:46.000Z,AGG TOKEN SWAP,B2u7eMGrfzZ7SMLQuWSSyybSGGKFGreBwXio6RM1cP5y,DKu9kykSfbN5LBfFXtNNDPaX35o4Fv6vJ9FKk7pZpump,700000000000,6,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,20302527419,6,20302.53,JUP6LkbZbjS1jKKwapdHNy74zcZ3tLUZoi5QNyVTaV4,JUP6LkbZbjS1jKKwapdHNy74zcZ3tLUZoi5QNyVTaV4|whirLbMiicVdio4qvUfM5KAg6Ct8VwpYzGff3uctyCc|LBUZKhRxPF3XUpBCjp4YzTKgLccjZhTSDM9YuVaPwxo|675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8|SoLFiHG9TfgtdUXUjWAxi3LtvYuFyDLVhBWxdMZxyCe
5wPzZDCD8d2HzGsqZqf8QZghxqz7oK2TAZzfWKUmpqZfBiVTJZSznHfLEkkmpdkx9GJTtfcGnFV9F2G6v5X2bYv9,1745132527,2025-04-20T07:02:07.000Z,AGG TOKEN SWAP,4DucCf1J4M3nQzDqnonSiA7ynb5D6e4U1FPy1ujTyUgN,DKu9kykSfbN5LBfFXtNNDPaX35o4Fv6vJ9FKk7pZpump,943902548817,6,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,28416562358,6,28416.56,JUP6LkbZbjS1jKKwapdHNy74zcZ3tLUZoi5QNyVTaV4,JUP6LkbZbjS1jKKwapdHNy74zcZ3tLUZoi5QNyVTaV4|LBUZKhRxPF3XUpBCjp4YzTKgLccjZhTSDM9YuVaPwxo|whirLbMiicVdio4qvUfM5KAg6Ct8VwpYzGff3uctyCc|675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8|SoLFiHG9TfgtdUXUjWAxi3LtvYuFyDLVhBWxdMZxyCe|obriQD1zbpyLz95G5n7nJe6a4DPjpFwa5XYPoNm113y
4Qua5qFuKVdagGiiGoG2gC14XYhhQ4RrUbH4Zf3SxBRsnvt675xxfUN2sxydZvWsjw5ntQwXfaCJ5CU7p8pLuv3m,1745131759,2025-04-20T06:49:19.000Z,TOKEN SWAP,D1ppLwXR7cUK6Fjjp6okS2udjxw9LpkLvjVNunyQApJ1,So11111111111111111111111111111111111111112,115573000000,9,DKu9kykSfbN5LBfFXtNNDPaX35o4Fv6vJ9FKk7pZpump,532127932947,6,16241.47,675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8,675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8
2afdmujkhCW6teL9KocBxfZTRfi3UBbf7u5DgY1ALVRWGNFSuBrKz4G9m78bLmPm5GknYoMvksxnWGN9GgHqirso,1745131759,2025-04-20T06:49:19.000Z,AGG TOKEN SWAP,3WZ9mGWoz4UoXq1cn9aDFVa2U4TpuRFWJPRm4kAhsXrW,DKu9kykSfbN5LBfFXtNNDPaX35o4Fv6vJ9FKk7pZpump,1026971848003,6,So11111111111111111111111111111111111111112,223562166276,9,31417.19,JUP6LkbZbjS1jKKwapdHNy74zcZ3tLUZoi5QNyVTaV4,JUP6LkbZbjS1jKKwapdHNy74zcZ3tLUZoi5QNyVTaV4|LBUZKhRxPF3XUpBCjp4YzTKgLccjZhTSDM9YuVaPwxo|675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8|whirLbMiicVdio4qvUfM5KAg6Ct8VwpYzGff3uctyCc
56Fdss7YDqzRNvvNchKDjfDLW5gpNLmEafuiNB83vJ1sgApF4VRzoq9rbhu1GanGNrhurRQd3W4bbZcfRr5SeKeC,1745108314,2025-04-20T00:18:34.000Z,AGG TOKEN SWAP,8Pb3H2Re7h7MW5jDwdwFnLmCB1WNMgAaeQxByY6sdie2,DKu9kykSfbN5LBfFXtNNDPaX35o4Fv6vJ9FKk7pZpump,650000000000,6,HeLp6NuQkmYB4pYWo2zYs22mESHXPQYzXbB8n4V98jwC,132541813234601,9,19662.31,JUP6LkbZbjS1jKKwapdHNy74zcZ3tLUZoi5QNyVTaV4,JUP6LkbZbjS1jKKwapdHNy74zcZ3tLUZoi5QNyVTaV4|675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8|whirLbMiicVdio4qvUfM5KAg6Ct8VwpYzGff3uctyCc|CAMMCzo5YL8w4VFF8KVHrK22GGUsp5VTaW7grrKgrWqK
62qV2iDF9pFXTityGc1YBJ4KmcnC4fv7xrV5GKXJ9Y2tKhjRXPdrKeheosfa8QWHQFo3mDmzaY3kGP9y5RsRs8oM,1745101366,2025-04-19T22:22:46.000Z,TOKEN SWAP,4GQeEya6ZTwvXre4Br6ZfDyfe2WQMkcDz2QbkJZazVqS,DKu9kykSfbN5LBfFXtNNDPaX35o4Fv6vJ9FKk7pZpump,719378427534,6,So11111111111111111111111111111111111111112,174497622058,9,24248.19,675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8,675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8
