Signature,Block Time,Human Time,Action,From,Token1,Amount1,TokenDecimals1,Token2,Amount2,TokenDecimals2,Value,Platforms,Sources
4kjGirQYaNPap49nKXVYvVMZdbBUm3Tew8CZmMkvynSC6ZkbXye1uRkc2GrMhGGbR1pXrSB8dPtzcyK7SGqHHofx,1740671272,2025-02-27T15:47:52.000Z,AGG TOKEN SWAP,HAcwYgVpiWHoJwddB9nPRJaBCkF4wt8RijprfdmUCBF5,DKu9kykSfbN5LBfFXtNNDPaX35o4Fv6vJ9FKk7pZpump,190130605451,6,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,10539504395,6,10539.5,JUP6LkbZbjS1jKKwapdHNy74zcZ3tLUZoi5QNyVTaV4,JUP6LkbZbjS1jKKwapdHNy74zcZ3tLUZoi5QNyVTaV4|675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8|SoLFiHG9TfgtdUXUjWAxi3LtvYuFyDLVhBWxdMZxyCe|PhoeNiXZ8ByJGLkxNfZRnkUfjvmuYqLR89jjFHGqdXY
3RUTV2RajfeLsKzmAdAu76bK3sWnFxGK5vZwsLtkvuCGHh2k13La6MeMNdfQN66jH49b1u4wZVnWkXDaiFPJnWAR,1740660497,2025-02-27T12:48:17.000Z,TOKEN SWAP,MfDuWeqSHEqTFVYZ7LoexgAK9dxk7cy4DFJWjWMGVWa,DKu9kykSfbN5LBfFXtNNDPaX35o4Fv6vJ9FKk7pZpump,334588057750,6,So11111111111111111111111111111111111111112,135572296669,9,19016.73,675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8,675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8
agWQB7r8F4EFiPtdYbkPBM5zLnJ9naeNKi72EJNsP47UTFg6fQPHW6vvnJ1f6KV2KTNUeQtPUoQRNREvWAFMqyw,1740660497,2025-02-27T12:48:17.000Z,TOKEN SWAP,5s4Sh2NcERt52YjiiwfPAgdWhQWnvknG8XPrdaEu2pb4,So11111111111111111111111111111111111111112,143000000000,9,DKu9kykSfbN5LBfFXtNNDPaX35o4Fv6vJ9FKk7pZpump,350011774272,6,20058.61,routeUGWgWzqBWFcrCfv8tritsqukccJPu3q5GPP3xS,675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8|routeUGWgWzqBWFcrCfv8tritsqukccJPu3q5GPP3xS
3oR2LXkPrJsFYE41WntQrjnTjpg4mM6HS9s84d73foAPZoyvjGJ7yKW1nuazKDA5RYEvfU2sQzRJx8FGRpCgVry8,1740657500,2025-02-27T11:58:20.000Z,TOKEN SWAP,Aeh8dDewxERjp7PEb7xvtNsD2Y7EcQ9EXfJFZcf2DnYW,So11111111111111111111111111111111111111112,142000000000,9,DKu9kykSfbN5LBfFXtNNDPaX35o4Fv6vJ9FKk7pZpump,346577901356,6,19914.08,routeUGWgWzqBWFcrCfv8tritsqukccJPu3q5GPP3xS,675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8|routeUGWgWzqBWFcrCfv8tritsqukccJPu3q5GPP3xS
56P4n71VMoR5DTh9hZ7TqgoGN5nVF4hRYHhZJZ291xB8fu18H3z6Dei4DehKB4R4qDqj3kR1HMqXtmxmNRjKcRwM,1740651687,2025-02-27T10:21:27.000Z,AGG TOKEN SWAP,3nptjNHuusLfyduYekcXS3143FTmPsWhqFidGBZYbUpf,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,19722527851,6,DKu9kykSfbN5LBfFXtNNDPaX35o4Fv6vJ9FKk7pZpump,349565794146,6,19722.53,JUP6LkbZbjS1jKKwapdHNy74zcZ3tLUZoi5QNyVTaV4,JUP6LkbZbjS1jKKwapdHNy74zcZ3tLUZoi5QNyVTaV4|PhoeNiXZ8ByJGLkxNfZRnkUfjvmuYqLR89jjFHGqdXY|675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8
4ryzJk1cSm6otDoADbXi6VY5ni6FNWk7B6cXLcA3ZArUUPk6s2hkhTsz7aSkdddWqXi7S2M6JCmYs6e3Jm2MoRvT,1740642937,2025-02-27T07:55:37.000Z,AGG TOKEN SWAP,6LBXQCNJQpmCb6e9menLattbJ6xYAqzwqgjN14QZ4bX7,DKu9kykSfbN5LBfFXtNNDPaX35o4Fv6vJ9FKk7pZpump,278905523734,6,So11111111111111111111111111111111111111112,117382207107,9,16599.02,JUP6LkbZbjS1jKKwapdHNy74zcZ3tLUZoi5QNyVTaV4,JUP6LkbZbjS1jKKwapdHNy74zcZ3tLUZoi5QNyVTaV4|675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8|PhoeNiXZ8ByJGLkxNfZRnkUfjvmuYqLR89jjFHGqdXY
5iespvkE5xVpQhUwAik8LT9oFk2rBCegsWwTU3zMKmLEdhHfN3hHDjEebtLwuuVrDWE2eCxNnzUamCwqNT7pjHM7,1740642398,2025-02-27T07:46:38.000Z,AGG TOKEN SWAP,DwaXWaLkgMUCKc71TpvGhYT6eKkKYL5Br1e35K9hvBU,DKu9kykSfbN5LBfFXtNNDPaX35o4Fv6vJ9FKk7pZpump,231168899236,6,So11111111111111111111111111111111111111112,96572311038,9,13683.33,JUP6LkbZbjS1jKKwapdHNy74zcZ3tLUZoi5QNyVTaV4,JUP6LkbZbjS1jKKwapdHNy74zcZ3tLUZoi5QNyVTaV4|675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8|PhoeNiXZ8ByJGLkxNfZRnkUfjvmuYqLR89jjFHGqdXY|SoLFiHG9TfgtdUXUjWAxi3LtvYuFyDLVhBWxdMZxyCe
2JvWmXjPLXHVLFiRPwvMVBxwKrtadzdL24KHYPjtMS2qyzZW8DTfVz3GzZxrhWVv4tEmkALfUTZk5bkcgVfPs5zY,1740636832,2025-02-27T06:13:52.000Z,TOKEN SWAP,6HqrAYbpKDr4TTGubzdqLoeCNtKguph2d5mpbrLMD6X3,DKu9kykSfbN5LBfFXtNNDPaX35o4Fv6vJ9FKk7pZpump,195000642319,6,So11111111111111111111111111111111111111112,82784843513,9,11562.56,routeUGWgWzqBWFcrCfv8tritsqukccJPu3q5GPP3xS,675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8|routeUGWgWzqBWFcrCfv8tritsqukccJPu3q5GPP3xS
5gG57PoBWounrN1AWBcP5miB4k3w3HcTHYPmEnzbsTu8qSiM2wk5KzzVbjKZ7amDypvgGaikBdexzLdmN8kxb1KK,1740636281,2025-02-27T06:04:41.000Z,AGG TOKEN SWAP,6LBXQCNJQpmCb6e9menLattbJ6xYAqzwqgjN14QZ4bX7,So11111111111111111111111111111111111111112,120918990696,9,DKu9kykSfbN5LBfFXtNNDPaX35o4Fv6vJ9FKk7pZpump,278905523734,6,16880.29,JUP6LkbZbjS1jKKwapdHNy74zcZ3tLUZoi5QNyVTaV4,JUP6LkbZbjS1jKKwapdHNy74zcZ3tLUZoi5QNyVTaV4|whirLbMiicVdio4qvUfM5KAg6Ct8VwpYzGff3uctyCc|675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8
5AzyzX6BNCxUQiGtpyjbTaEGdnTtpcxqyjxun2XyGcymwejNXcc3iVYKqKJgKuKy7KUxprhoUruNdgnNLYUM5WJV,1740636272,2025-02-27T06:04:32.000Z,AGG TOKEN SWAP,DwaXWaLkgMUCKc71TpvGhYT6eKkKYL5Br1e35K9hvBU,So11111111111111111111111111111111111111112,100000000000,9,DKu9kykSfbN5LBfFXtNNDPaX35o4Fv6vJ9FKk7pZpump,231168899236,6,13960,JUP6LkbZbjS1jKKwapdHNy74zcZ3tLUZoi5QNyVTaV4,JUP6LkbZbjS1jKKwapdHNy74zcZ3tLUZoi5QNyVTaV4|675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8
5i7G3tufo14HHNXxBtQNgFzvYXgoBTcfgrXEkb6vFHqhMBTYeEjW3yWXZBpsVWJsBmNeeJeLP9v1sroQ3hPX2hja,1740630875,2025-02-27T04:34:35.000Z,TOKEN SWAP,fiAG5zf7HJiX758LoRXsax32YfbpQWAYu9YMrX5qiaX,So11111111111111111111111111111111111111112,166451952879,9,DKu9kykSfbN5LBfFXtNNDPaX35o4Fv6vJ9FKk7pZpump,391718921821,6,22897.13,6m2CDdhRgxpH4WjvdzxAYbGxwdGUz5MziiL5jek2kBma,675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8|6m2CDdhRgxpH4WjvdzxAYbGxwdGUz5MziiL5jek2kBma
4NpGVxBrwUHmE3nvE3WwgJv7wHvWB1pzewTkseapjArT92GhBqjVtyLDQrMSixwoYX3bXcU55USEkDoHxCU55jPg,1740630833,2025-02-27T04:33:53.000Z,AGG TOKEN SWAP,fiAG5zf7HJiX758LoRXsax32YfbpQWAYu9YMrX5qiaX,DKu9kykSfbN5LBfFXtNNDPaX35o4Fv6vJ9FKk7pZpump,382192513500,6,6pKHwNCpzgZuC9o5FzvCZkYSUGfQddhUYtMyDbEVpump,8574610029340,6,22625.71,JUP6LkbZbjS1jKKwapdHNy74zcZ3tLUZoi5QNyVTaV4,JUP6LkbZbjS1jKKwapdHNy74zcZ3tLUZoi5QNyVTaV4|675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8|PhoeNiXZ8ByJGLkxNfZRnkUfjvmuYqLR89jjFHGqdXY|SoLFiHG9TfgtdUXUjWAxi3LtvYuFyDLVhBWxdMZxyCe|LBUZKhRxPF3XUpBCjp4YzTKgLccjZhTSDM9YuVaPwxo
3Jj7AtmQS2whmZSXyRbrGyo89FaaW8XhbRK62BVPXFsyMkr76Zp7WwL4VjQe7TZuCg5ZnJ6oj79RDtrB7oLxfVLH,1740618919,2025-02-27T01:15:19.000Z,TOKEN SWAP,4vJfp62jEzcYFnQ11oBJDgj6ZFrdEwcBBpoadNTpEWys,DKu9kykSfbN5LBfFXtNNDPaX35o4Fv6vJ9FKk7pZpump,353549017064,6,So11111111111111111111111111111111111111112,159761117306,9,21650.83,B91piBSfCBRs5rUxCMRdJEGv7tNEnFxweWcdQJHJoFpi,675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8|B91piBSfCBRs5rUxCMRdJEGv7tNEnFxweWcdQJHJoFpi
3UauZGxUwRJQFJyRz6VuQMQFrJNGPF9Y7qJnqVUrf5ZAeWzicYXyz9BrM9cB12pyyx6f3ofcuhTUsdp9kk7LhVCj,1740618919,2025-02-27T01:15:19.000Z,TOKEN SWAP,4vJfp62jEzcYFnQ11oBJDgj6ZFrdEwcBBpoadNTpEWys,So11111111111111111111111111111111111111112,159709399669,9,DKu9kykSfbN5LBfFXtNNDPaX35o4Fv6vJ9FKk7pZpump,353549017064,6,21643.82,B91piBSfCBRs5rUxCMRdJEGv7tNEnFxweWcdQJHJoFpi,675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8|B91piBSfCBRs5rUxCMRdJEGv7tNEnFxweWcdQJHJoFpi
2pHHRYaDKytHBA5NLYuZHRmcDtc6QxfL3BbrB7G13CmD9cMQTkhoKw7d9iKkGp53n3aXpGBoeB1BevaGeJg6XUEq,1740604073,2025-02-26T21:07:53.000Z,TOKEN SWAP,YpnnUu1ZPHpAzy4xggEd5pBTbu1aDayXuARsYsavNs9,DKu9kykSfbN5LBfFXtNNDPaX35o4Fv6vJ9FKk7pZpump,247321910000,6,So11111111111111111111111111111111111111112,115408897966,9,15509.8,675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8,675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8
3Fo2L76UsaNc1nzQyVgYYBH9VKQtQyknYQ89M7y7Q6bkiGDvMYn6j8A46VPWmdUY8aLnw7W8qr72VQAifa5Zq7uj,1740604073,2025-02-26T21:07:53.000Z,TOKEN SWAP,3YNcxtK6X1yfRRtrvXNeUgit2dNLg3qziWn6ikSrBB3N,So11111111111111111111111111111111111111112,177470568000,9,DKu9kykSfbN5LBfFXtNNDPaX35o4Fv6vJ9FKk7pZpump,375776482774,6,23850.27,6m2CDdhRgxpH4WjvdzxAYbGxwdGUz5MziiL5jek2kBma,675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8|6m2CDdhRgxpH4WjvdzxAYbGxwdGUz5MziiL5jek2kBma
54fdr9monrWbgM5KSrRZTAmfjjyxKtS3QcyAwuX78qgaj4GGNz3cERs3JtTfQeyG9iRzBhKo6Ljzg5sqBVjavAmt,1740602302,2025-02-26T20:38:22.000Z,TOKEN SWAP,D3KknuBW5Vep3r23R1dqnStQEbynJDSckmxqAdgmw1RU,So11111111111111111111111111111111111111112,91399582859,9,DKu9kykSfbN5LBfFXtNNDPaX35o4Fv6vJ9FKk7pZpump,200000000000,6,12198.19,routeUGWgWzqBWFcrCfv8tritsqukccJPu3q5GPP3xS,675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8|routeUGWgWzqBWFcrCfv8tritsqukccJPu3q5GPP3xS
PpnNtjkt9U6ocQthpWfHuEd2yonKypYMx3CWUsFS6hHoQoJMLSanqxfpJvGafXeZzeUkxr9XvF1nqc4r1Vxhwb6,1740602286,2025-02-26T20:38:06.000Z,TOKEN SWAP,D3KknuBW5Vep3r23R1dqnStQEbynJDSckmxqAdgmw1RU,So11111111111111111111111111111111111111112,90676295472,9,DKu9kykSfbN5LBfFXtNNDPaX35o4Fv6vJ9FKk7pZpump,200000000000,6,12070.83,routeUGWgWzqBWFcrCfv8tritsqukccJPu3q5GPP3xS,675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8|routeUGWgWzqBWFcrCfv8tritsqukccJPu3q5GPP3xS
5pqXmqkPzggwuEStRKBHg1B13oTPx1LRTZiHfyQ5RtaTBg39L7iDxBK8Q5eARetynbHorqL6j5xKswQAWbshAphu,1740602002,2025-02-26T20:33:22.000Z,TOKEN SWAP,EpzUVjeqVhrALBJC6LWn73S2wRETBpvfm6wVfYLMqDHL,DKu9kykSfbN5LBfFXtNNDPaX35o4Fv6vJ9FKk7pZpump,294158231449,6,So11111111111111111111111111111111111111112,132937813465,9,17696.68,routeUGWgWzqBWFcrCfv8tritsqukccJPu3q5GPP3xS,675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8|routeUGWgWzqBWFcrCfv8tritsqukccJPu3q5GPP3xS
2BcbKw2WuVyE9PpgjDyogFPqknXNAfEEQphk9bP2f4ateQHQGLyXYXoPHvcEFdY5VQRUEAN2z9iUqACtRQRwBCpf,1740597847,2025-02-26T19:24:07.000Z,TOKEN SWAP,DCrYx7S8RpzjeMLdXKScNEC3zEA7ZPswkXLqxqriZYnW,DKu9kykSfbN5LBfFXtNNDPaX35o4Fv6vJ9FKk7pZpump,225598325394,6,So11111111111111111111111111111111111111112,97967536663,9,13020.87,6m2CDdhRgxpH4WjvdzxAYbGxwdGUz5MziiL5jek2kBma,675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8|6m2CDdhRgxpH4WjvdzxAYbGxwdGUz5MziiL5jek2kBma
2v2MofUSRCzbgNBK3UmG6UQEyKtVzWTZuwJjsARymrs5d5PUBi7opCJx76iVhPduHa6haBLgR3rULsSdYX8vxmxU,1740597772,2025-02-26T19:22:52.000Z,AGG TOKEN SWAP,3YNcxtK6X1yfRRtrvXNeUgit2dNLg3qziWn6ikSrBB3N,DKu9kykSfbN5LBfFXtNNDPaX35o4Fv6vJ9FKk7pZpump,597343546351,6,So11111111111111111111111111111111111111112,262891512461,9,34940.91,JUP6LkbZbjS1jKKwapdHNy74zcZ3tLUZoi5QNyVTaV4,JUP6LkbZbjS1jKKwapdHNy74zcZ3tLUZoi5QNyVTaV4|675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8|PhoeNiXZ8ByJGLkxNfZRnkUfjvmuYqLR89jjFHGqdXY|SoLFiHG9TfgtdUXUjWAxi3LtvYuFyDLVhBWxdMZxyCe
3rhyASLKUqMnhTVgsWd8vTjyZYXzH7yrcBxHXyEaSJPrmGL484CT5BVgg6s46mRtsva2gDhNEzkGD7BYuhxuaH5Q,1740596475,2025-02-26T19:01:15.000Z,TOKEN SWAP,MfDuWeqSHEqTFVYZ7LoexgAK9dxk7cy4DFJWjWMGVWa,DKu9kykSfbN5LBfFXtNNDPaX35o4Fv6vJ9FKk7pZpump,251147753098,6,So11111111111111111111111111111111111111112,115924186076,9,15188.39,675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8,675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8
5tFzAf58TSgRG6PJHEFsyC3bVxfrZ3PezY9RJB9TTLqDY2dCXeU2FhuG4tATLw4D5Yn8hvLYFDJ4KUCcvz9JqRs5,1740596475,2025-02-26T19:01:15.000Z,TOKEN SWAP,rF2BprbwGfmRU3uudYzjakpLsdMLYzbnVpQqDo3FqB6,So11111111111111111111111111111111111111112,176000000000,9,DKu9kykSfbN5LBfFXtNNDPaX35o4Fv6vJ9FKk7pZpump,381835665815,6,23059.52,6m2CDdhRgxpH4WjvdzxAYbGxwdGUz5MziiL5jek2kBma,675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8|6m2CDdhRgxpH4WjvdzxAYbGxwdGUz5MziiL5jek2kBma
4SE3FyUAfDHsfKnYbUhVaWNJzDwjG1rfKFFSiXyx8s1n51UEAdtHkNiETsQH3LpbiAHVGQ7Pq4QXdbQQzJA9a57H,1740593784,2025-02-26T18:16:24.000Z,TOKEN SWAP,rF2BprbwGfmRU3uudYzjakpLsdMLYzbnVpQqDo3FqB6,DKu9kykSfbN5LBfFXtNNDPaX35o4Fv6vJ9FKk7pZpump,203957552266,6,So11111111111111111111111111111111111111112,89632788926,9,12026.93,6m2CDdhRgxpH4WjvdzxAYbGxwdGUz5MziiL5jek2kBma,675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8|6m2CDdhRgxpH4WjvdzxAYbGxwdGUz5MziiL5jek2kBma
5wokBUcGghRVVS44wAJguNE4cBvBNsywinXJEUZtcuVxnUNdAY3R5oiPJjJ7sqDSG5mtj5hXrV1mLF1u2ALH7a4Y,1740591646,2025-02-26T17:40:46.000Z,TOKEN SWAP,D3KknuBW5Vep3r23R1dqnStQEbynJDSckmxqAdgmw1RU,DKu9kykSfbN5LBfFXtNNDPaX35o4Fv6vJ9FKk7pZpump,250000000000,6,So11111111111111111111111111111111111111112,105911145051,9,14360.49,routeUGWgWzqBWFcrCfv8tritsqukccJPu3q5GPP3xS,675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8|routeUGWgWzqBWFcrCfv8tritsqukccJPu3q5GPP3xS
4Fmi7P8BNAmvWFj2BjnnPcd5E9QKquxw4RNRz6TqTFfyRAg6eqTLMg1g5LUSjh7vBUQQ8p1VhCRdrg2vj1ZR4nDA,1740591606,2025-02-26T17:40:06.000Z,TOKEN SWAP,D3KknuBW5Vep3r23R1dqnStQEbynJDSckmxqAdgmw1RU,DKu9kykSfbN5LBfFXtNNDPaX35o4Fv6vJ9FKk7pZpump,250000000000,6,So11111111111111111111111111111111111111112,105946708447,9,14365.31,routeUGWgWzqBWFcrCfv8tritsqukccJPu3q5GPP3xS,675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8|routeUGWgWzqBWFcrCfv8tritsqukccJPu3q5GPP3xS
aVuiU4HsNx2KbwJKcMJyUmAbSEuaeZ3uiEkDeZkB7VZ2GXNe5wymuYbrytiVRvpaWBgYsfkChJ9ex442sREgBWX,1740591498,2025-02-26T17:38:18.000Z,TOKEN SWAP,Hj8AdXeeMcjjn9x1d9MajyZKAV8LFJwtJbk7qPLJkcu8,DKu9kykSfbN5LBfFXtNNDPaX35o4Fv6vJ9FKk7pZpump,250000000000,6,So11111111111111111111111111111111111111112,106098927257,9,14385.95,routeUGWgWzqBWFcrCfv8tritsqukccJPu3q5GPP3xS,675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8|routeUGWgWzqBWFcrCfv8tritsqukccJPu3q5GPP3xS
3vaun8V9ZcA3wZke4RBYuYdcuq5dvhy2Gsc9R4K6wXnY32fg7zCnZfdZd9x7rCEuQ6GH9gH1RzmnypkEt6WzQbnD,1740591404,2025-02-26T17:36:44.000Z,TOKEN SWAP,Hj8AdXeeMcjjn9x1d9MajyZKAV8LFJwtJbk7qPLJkcu8,DKu9kykSfbN5LBfFXtNNDPaX35o4Fv6vJ9FKk7pZpump,250000000000,6,So11111111111111111111111111111111111111112,106224408750,9,14402.97,routeUGWgWzqBWFcrCfv8tritsqukccJPu3q5GPP3xS,675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8|routeUGWgWzqBWFcrCfv8tritsqukccJPu3q5GPP3xS
3o1HaHuwQHwhiFp1jxjEPXhbs6KSPPNG5ePGyLHKfNsxWoGrbc4Aycn9eJqXZDaNDdaJMJYaBN154Ms2Jhq9UaAc,1740589962,2025-02-26T17:12:42.000Z,AGG TOKEN SWAP,6LBXQCNJQpmCb6e9menLattbJ6xYAqzwqgjN14QZ4bX7,DKu9kykSfbN5LBfFXtNNDPaX35o4Fv6vJ9FKk7pZpump,236346731217,6,So11111111111111111111111111111111111111112,105738619208,9,14511.57,JUP6LkbZbjS1jKKwapdHNy74zcZ3tLUZoi5QNyVTaV4,JUP6LkbZbjS1jKKwapdHNy74zcZ3tLUZoi5QNyVTaV4|PhoeNiXZ8ByJGLkxNfZRnkUfjvmuYqLR89jjFHGqdXY|LBUZKhRxPF3XUpBCjp4YzTKgLccjZhTSDM9YuVaPwxo|675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8
2qhxL6iLxk8XYALnRogtKQfSVR9CQwtGx1r4KvATjp4GWdmkHD7Rw5ywDMe1qUrxpaoXXfUStbnMX9khrQsKNHkh,1740589351,2025-02-26T17:02:31.000Z,AGG TOKEN SWAP,DwaXWaLkgMUCKc71TpvGhYT6eKkKYL5Br1e35K9hvBU,DKu9kykSfbN5LBfFXtNNDPaX35o4Fv6vJ9FKk7pZpump,218105856579,6,So11111111111111111111111111111111111111112,96551023177,9,13252.59,JUP6LkbZbjS1jKKwapdHNy74zcZ3tLUZoi5QNyVTaV4,JUP6LkbZbjS1jKKwapdHNy74zcZ3tLUZoi5QNyVTaV4|675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8
4FyrJiUMUy3NbaeWmefyUJEiDrXUNi2htXMzKyimoxCwMGuUYeFizo9FyQVxjm7QNYDj1iW3jdt5ah4jFjGRLzy4,1740583540,2025-02-26T15:25:40.000Z,AGG TOKEN SWAP,EvpiTcJaqdqXDqtbzhBi5DvxNbzooSWerp8ievxMPFwi,Es9vMFrzaCERmJfrF4H2FYD4KCoNkY11McCe8BenwNYB,12033471252,6,DKu9kykSfbN5LBfFXtNNDPaX35o4Fv6vJ9FKk7pZpump,192619160229,6,12033.47,JUP6LkbZbjS1jKKwapdHNy74zcZ3tLUZoi5QNyVTaV4,JUP6LkbZbjS1jKKwapdHNy74zcZ3tLUZoi5QNyVTaV4|obriQD1zbpyLz95G5n7nJe6a4DPjpFwa5XYPoNm113y|SoLFiHG9TfgtdUXUjWAxi3LtvYuFyDLVhBWxdMZxyCe|675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8
4mGCmwqhESYCbgxXUXiRh5KpN61DeP5EQZWW3BwgmWnRPFEZYEP8kEDfGDs37mQC1xaYH7DUezQBHom8hjZ33uWq,1740583312,2025-02-26T15:21:52.000Z,TOKEN SWAP,GCvHhEUYQwTJ8jyf8Lc4bv8jBXyZU4LMMsZCobwEPzvM,DKu9kykSfbN5LBfFXtNNDPaX35o4Fv6vJ9FKk7pZpump,181654387403,6,So11111111111111111111111111111111111111112,81463356604,9,11380.43,675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8,675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8
5NGiqyfuAt9MrzKVR7usj4PscYuQKRJmQtqH33xp4nghuoZXUUo5hNe7WiggDRgy7HB27odiWjSWJQt8q3in1cAd,1740583311,2025-02-26T15:21:51.000Z,AGG TOKEN SWAP,DU8UPH5StkLBNUMqX5jAGVbH8mAiv23Zxyf65FDoxGoF,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,11988000000,6,DKu9kykSfbN5LBfFXtNNDPaX35o4Fv6vJ9FKk7pZpump,190107854822,6,11988,JUP6LkbZbjS1jKKwapdHNy74zcZ3tLUZoi5QNyVTaV4,JUP6LkbZbjS1jKKwapdHNy74zcZ3tLUZoi5QNyVTaV4|obriQD1zbpyLz95G5n7nJe6a4DPjpFwa5XYPoNm113y|675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8
21SgpjgJP7XFc3G5XpfxPKxMBLbX4xFx5GwBqSSWpNRSJbvLC1xD2JBJrxPF6z8VFxmrSf357DA3WLL8Aka14Z1m,1740583268,2025-02-26T15:21:08.000Z,AGG TOKEN SWAP,6LBXQCNJQpmCb6e9menLattbJ6xYAqzwqgjN14QZ4bX7,So11111111111111111111111111111111111111112,107422244209,9,DKu9kykSfbN5LBfFXtNNDPaX35o4Fv6vJ9FKk7pZpump,236346731217,6,15006.89,JUP6LkbZbjS1jKKwapdHNy74zcZ3tLUZoi5QNyVTaV4,JUP6LkbZbjS1jKKwapdHNy74zcZ3tLUZoi5QNyVTaV4|675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8
52LLQWyijeN6s4DtThEqPyKzbVPAc7rBHgW5VEMNgtwo47j3v54MnTcZYaTxBCkARurE48w4nrCStXfd3rDbNeax,1740583261,2025-02-26T15:21:01.000Z,AGG TOKEN SWAP,DwaXWaLkgMUCKc71TpvGhYT6eKkKYL5Br1e35K9hvBU,So11111111111111111111111111111111111111112,100000000000,9,DKu9kykSfbN5LBfFXtNNDPaX35o4Fv6vJ9FKk7pZpump,218105856579,6,13970,JUP6LkbZbjS1jKKwapdHNy74zcZ3tLUZoi5QNyVTaV4,JUP6LkbZbjS1jKKwapdHNy74zcZ3tLUZoi5QNyVTaV4|675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8
24epdPA6x5KfrWUMVBKKQdtzjeyxotJH2YdLGiLAz8vNrjRSrR9pk5sUSfmof7jqAhZPygDntaNB1gcbBquUq1Fs,1740583215,2025-02-26T15:20:15.000Z,TOKEN SWAP,9PHm2cYU8DhwBrbRsqqAjhW9uXVrNR1RaLsvo9oGVeaq,DKu9kykSfbN5LBfFXtNNDPaX35o4Fv6vJ9FKk7pZpump,219446400319,6,So11111111111111111111111111111111111111112,99817346386,9,13944.48,675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8,675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8
